termKey,canonical,aliases,tier,df,domains,topN出处,sampleEvidence,decision,note
专利权评价报告请求书,专利权评价报告请求书,,mid,3,2,examination-guideline:05-10-02；implementation-rules:rule-03-21；implementation-rules:rule-03-22,专利权评价报告请求书,,
专利实施许可,专利实施许可,,mid,3,3,examination-guideline:05-11-01；implementation-rules:rule-06-03；patent-law:law-06-04,支付许可使用费后，即获得专利实施许可,,
专利文献,专利文献,,mid,3,3,examination-guideline:02-07-02；implementation-rules:rule-09-04；ip-evidence-rules-2020:ipev-08,发明专利申请实质审查程序中应当检索专利文献,,
自然人,自然人,,mid,3,1,trademark-exam-guide-2021:tmeg-03-02-01-03-01；trademark-exam-guide-2021:tmeg-04-01-05-01；trademark-exam-guide-2021:tmeg-04-01-05-06,自然人的民事权利能力和民事行为能力，依照《民法典》的相关规定进行界定,,
mm18表格,MM18表格,,mid,3,1,trademark-exam-guide-2021:tmeg-04-01-04；trademark-exam-guide-2021:tmeg-04-01-05-05；trademark-exam-guide-2021:tmeg-04-02-11-01,一并提交 MM18表格,,
《规范申请专利行为的规定》,《规范申请专利行为的规定》,,mid,2,1,examination-guideline:01-02-05；examination-guideline:02-01-05,适用《规范申请专利行为的规定》,,
《类似商品和服务区分表》,《类似商品和服务区分表》,,mid,2,1,trademark-exam-guide-2021:tmeg-06-17-06-04-02；trademark-exam-guide-2021:tmeg-06-17-06-05,《类似商品和服务区分表》,,
保护表演形象权,保护表演形象权,保护表演形象不受歪曲,mid,2,1,copyright-law-2020:cpl-04-02-02；copyright-law-2020:cpl-04-02-03,保护表演形象不受歪曲,,
保密基准,保密基准,,mid,2,1,examination-guideline:05-05-02；examination-guideline:05-05-03,保密的基准按照国家有关规定执行,,
保密专利权,保密专利权,,mid,2,1,implementation-rules:rule-01-07；implementation-rules:rule-03-20,以及保密专利权无效宣告的特殊程序,,
保全标的物,保全标的物,,mid,2,1,ip-evidence-rules-2020:ipev-12；ip-evidence-rules-2020:ipev-16,尽量减少对保全标的物价值的损害,,
保全措施,保全措施,,mid,2,2,examination-guideline:05-09-02；implementation-rules:rule-08-10,依照专利法实施细则第一百零四条规定的保全措施,,
备案知识产权,备案知识产权,,mid,2,1,customs-ip-protection-2018:cusr-03-02；customs-ip-protection-2018:cusr-03-05,侵权嫌疑货物涉嫌侵犯备案知识产权的，申请书还应当包括海关备案号,,
变化状态图,变化状态图,,mid,2,1,examination-guideline:01-03-04-02；examination-guideline:01-03-04-05,申请人还应当提交该外观设计产品的展开图、剖视图、剖面图、放大图以及变化状态图,,
表明表演者身份权,表明表演者身份权,表明表演者身份；表明身份,mid,2,1,copyright-law-2020:cpl-04-02-02；copyright-law-2020:cpl-04-02-03,表明表演者身份,,
驳回商标注册申请复审,驳回商标注册申请复审,,mid,2,1,trademark-exam-guide-2021:tmeg-05-05-04-01-01；trademark-exam-guide-2021:tmeg-05-05-04-01-02,驳回商标注册申请复审,,
补充材料,补充材料,,mid,2,1,trademark-exam-guide-2021:tmeg-04-03-04-02；trademark-exam-guide-2021:tmeg-04-03-04-03,商标国际异议申请补充材料须提交正、副本一式两份,,
补充证据,补充证据,,mid,2,1,trademark-exam-guide-2021:tmeg-06-19-03；trademark-exam-guide-2021:tmeg-06-19-04-01,当事人需要补充证据或者补正文件,,
补发注册证,补发注册证,,mid,2,1,trademark-exam-guide-2021:tmeg-05-04-04-05-01；trademark-exam-guide-2021:tmeg-05-04-04-05-02,补发注册证申请存在下列情形之一的,,
补正文件,补正文件,,mid,2,1,trademark-exam-guide-2021:tmeg-06-19-03；trademark-exam-guide-2021:tmeg-06-19-04-01,需要补充证据或者补正文件的期间,,
不利后果,不利后果,,mid,2,1,ip-evidence-rules-2020:ipev-13；ip-evidence-rules-2020:ipev-14,人民法院可以确定由其承担不利后果,,
财产权,财产权,,mid,2,1,copyright-law-2020:cpl-02-03-02；copyright-law-2020:cpl-03-03,财产权,,
撤回商标注册申请,撤回商标注册申请,,mid,2,1,trademark-exam-guide-2021:tmeg-01-02-06-01；trademark-exam-guide-2021:tmeg-01-02-06-02,申请人撤回商标注册申请的，应当提交,,
撤回无效宣告请求,撤回无效宣告请求,,mid,2,2,examination-guideline:04-04-13；implementation-rules:rule-04-12,无效宣告请求人有权请求撤回无效宣告请求,,
撤销理由,撤销理由,,mid,2,1,trademark-exam-guide-2021:tmeg-01-05-01-02；trademark-exam-guide-2021:tmeg-01-05-02-02,应列明具体撤销理由,,
串通合谋,串通合谋,,mid,2,1,trademark-exam-guide-2021:tmeg-06-12-02-04-04；trademark-exam-guide-2021:tmeg-06-16-02-02-02-03,具有串通合谋行为的,,
代理人名称或地址变更,代理人名称或地址变更,,mid,2,1,trademark-exam-guide-2021:tmeg-04-02-02；trademark-exam-guide-2021:tmeg-04-02-12-02,代理人名称或地址变更,,
待证事实,待证事实,,mid,2,1,ip-evidence-rules-2020:ipev-02；ip-evidence-rules-2020:ipev-19,当事人的主张及待证事实,,
单一颜色,单一颜色,,mid,2,1,trademark-exam-guide-2021:tmeg-01-02-03-01-04-03-02；trademark-exam-guide-2021:tmeg-06-07-04-01,不得对单一颜色进行申请注册,,
登记本,登记本,,mid,2,1,examination-guideline:03-01-03；examination-guideline:03-01-05-11,经国际局确认的“登记本”副本,,
登记证件,登记证件,登记证,mid,2,1,trademark-exam-guide-2021:tmeg-01-01-05-01-03-01；trademark-exam-guide-2021:tmeg-04-02-05-03,所属地区或国家的登记证件复印件,,
第一次申请的优先权,第一次申请的优先权,,mid,2,1,trademark-exam-guide-2021:tmeg-01-02-05-01；trademark-exam-guide-2021:tmeg-01-02-05-03,基于第一次申请的优先权,,
电商名称,电商名称,,mid,2,1,trademark-exam-guide-2021:tmeg-06-02-05-03-03；trademark-exam-guide-2021:tmeg-06-02-05-05-04,企业字号、电商名称,,
电子送达,电子送达,,mid,2,1,trademark-exam-guide-2021:tmeg-05-07-01；trademark-exam-guide-2021:tmeg-05-07-04,接受商标文件电子送达的,,
发明专利公报,发明专利公报,,mid,2,1,examination-guideline:03-01-06；examination-guideline:05-08-01-01,应当在发明专利公报上予以公布,,
罚款,罚款,,mid,2,2,anti-unfair-competition-2025:aucl-04-14；implementation-rules:rule-08-06,罚款,,
法定代表人,法定代表人,,mid,2,1,trademark-exam-guide-2021:tmeg-03-02-01-03-01；trademark-exam-guide-2021:tmeg-06-11-02-06-02,法人行使其处分权时由其法定代表人或其委托的人代表,,
法律实体,法律实体,,mid,2,1,trademark-exam-guide-2021:tmeg-04-01-05-01；trademark-exam-guide-2021:tmeg-04-01-05-06,申请人为法律实体的，指明性质和国家,,
放弃实用新型专利权,放弃实用新型专利权,,mid,2,2,examination-guideline:05-09-04；implementation-rules:rule-03-06,依据专利法第九条第一款和专利法实施细则第四十七条第四款声明放弃实用新型专利权,,
放弃专用权,放弃专用权,,mid,2,1,trademark-exam-guide-2021:tmeg-02-02-10-02；trademark-exam-guide-2021:tmeg-06-04-02-02-04-01,无论申请人是否声明放弃专用权,,
非自愿许可使用费,非自愿许可使用费,,mid,2,1,ic-layout-regulations-2026:icld-04-09；ic-layout-regulations-2026:icld-04-10,非自愿许可使用费,,
分案通知书,分案通知书,,mid,2,1,examination-guideline:02-08-04-04；examination-guideline:02-08-04-10,先向申请人发出分案通知书,,
复审请求书,复审请求书,,mid,2,2,examination-guideline:04-02-02；implementation-rules:rule-04-01,复审请求人应当提交复审请求书，说明理由,,
复制品,复制品,,mid,2,2,copyright-law-2020:cpl-05-11；ip-evidence-rules-2020:ipev-04,复制品的出版者、制作者,,
更正申请,更正申请,,mid,2,1,trademark-exam-guide-2021:tmeg-03-01-04-02；trademark-exam-guide-2021:tmeg-03-01-04-06,更正申请,,
更正申请件,更正申请件,,mid,2,1,trademark-exam-guide-2021:tmeg-04-05-03-03-01；trademark-exam-guide-2021:tmeg-04-05-03-03-02,将更正申请件分拣为对应的,,
工商营业场所,工商营业场所,,mid,2,1,trademark-exam-guide-2021:tmeg-04-01-05-08；trademark-exam-guide-2021:tmeg-04-02-05-02-02,符合在中国设有真实有效工商营业场所资格的,,
公平竞争,公平竞争,,mid,2,2,anti-monopoly-law-2022:aml-01-06；anti-unfair-competition-2025:aucl-01-01,经营者可以通过公平竞争、自愿联合,,
公证,公证,,mid,2,1,ip-evidence-rules-2020:ipev-08；ip-evidence-rules-2020:ipev-10,该证据未办理公证、认证等证明手续,,
关于微生物保藏的说明,关于微生物保藏的说明,PCT/RO/134表,mid,2,1,examination-guideline:03-01-05-05；examination-guideline:03-01-06,“关于微生物保藏的说明”（PCT/RO/134表）,,
广播电台、电视台,广播电台、电视台,,mid,2,1,copyright-law-2020:cpl-04-04-02；copyright-law-2020:cpl-04-04-03,广播电台、电视台播放他人未发表的作品,,
国际部分注销,国际部分注销,,mid,2,1,trademark-exam-guide-2021:tmeg-04-06-07-03-01；trademark-exam-guide-2021:tmeg-04-06-07-03-02,申请国际部分注销的商标,,
国际合并,国际合并,,mid,2,1,trademark-exam-guide-2021:tmeg-04-06-09-02-01；trademark-exam-guide-2021:tmeg-04-06-09-02-02,申请国际合并的商标为有效商标,,
国家安全,国家安全,,mid,2,2,examination-guideline:05-05-01；trademark-exam-guide-2021:tmeg-06-03-02-02-08-02-03,涉及国家安全或者重大利益两个方面的发明创造,,
国家秘密,国家秘密,,mid,2,2,ic-layout-regulations-2026:icld-05-05；patent-law:law-07-15,涉及泄露国家秘密、侵犯商业秘密的,,
国家申请号,国家申请号,,mid,2,1,examination-guideline:06-01-03；examination-guideline:06-01-04,专利局对国际局传送的外观设计国际申请给予国家申请号并进行后续审查,,
国内异议,国内异议,,mid,2,1,trademark-exam-guide-2021:tmeg-04-03-02-02；trademark-exam-guide-2021:tmeg-04-03-02-05-04,与国内异议标准相同,,
海关扣留凭单,海关扣留凭单,,mid,2,1,customs-ip-protection-2018:cusr-03-04；customs-ip-protection-2018:cusr-03-05,并将海关扣留凭单送达收货人或者发货人,,
呼叫,呼叫,,mid,2,1,trademark-exam-guide-2021:tmeg-06-05-03-03-03；trademark-exam-guide-2021:tmeg-06-05-03-04-01-02,呼叫和整体视觉上基本无差别,,
恢复权利请求,恢复权利请求,,mid,2,1,examination-guideline:03-01-02；examination-guideline:04-02-02,申请人按照专利法实施细则第六条第二款提出恢复权利请求的,,
恢复权利请求书,恢复权利请求书,,mid,2,2,examination-guideline:05-07-06；implementation-rules:rule-01-06,提交恢复权利请求书，说明理由，并同时缴纳恢复权利请求费,,
基础注册,基础注册,,mid,2,1,trademark-exam-guide-2021:tmeg-04-01-07-01；trademark-exam-guide-2021:tmeg-04-05-03-02-06,基础注册,,
计算机可读存储介质,计算机可读存储介质,,mid,2,1,examination-guideline:02-09-05；examination-guideline:02-09-07,一种计算机可读存储介质，其上存储有计算机程序,,
技术调查官,技术调查官,,mid,2,1,ip-evidence-rules-2020:ipev-15；ip-evidence-rules-2020:ipev-29,也可以指派技术调查官参与证据保全,,
假冒授权品种,假冒授权品种,,mid,2,1,plant-variety-regulations-2025:pvpr-07-02；plant-variety-regulations-2025:pvpr-07-03,假冒授权品种的,,
监督检查部门,监督检查部门,,mid,2,1,anti-unfair-competition-2025:aucl-03-01；anti-unfair-competition-2025:aucl-03-02,监督检查部门调查涉嫌不正当竞争行为，可以采取下列措施,,
检索资料,检索资料,,mid,2,2,implementation-rules:rule-03-14；patent-law:law-04-03,无法提交专利法第三十六条规定的检索资料,,
检验监督制度,检验监督制度,,mid,2,1,trademark-exam-guide-2021:tmeg-06-09-07-03-01-02；trademark-exam-guide-2021:tmeg-06-09-07-03-02-02,注册人对使用该集体商标商品的检验监督制度,,
鉴定意见,鉴定意见,,mid,2,1,ip-evidence-rules-2020:ipev-20；ip-evidence-rules-2020:ipev-23,鉴定意见,,
缴费码,缴费码,,mid,2,1,trademark-exam-guide-2021:tmeg-05-02-03；trademark-exam-guide-2021:tmeg-05-02-04-03-01,应当在银行汇款附言中写明正确的缴费码,,
缴费通知书,缴费通知书,,mid,2,2,examination-guideline:05-07-03；trademark-exam-guide-2021:tmeg-05-02-02,对尚未缴纳相关费用的专利发出缴费通知书,,
解除委托,解除委托,,mid,2,1,examination-guideline:01-01-06-01；examination-guideline:01-01-06-07,申请人（或专利权人）委托专利代理机构后，可以解除委托,,
介绍信,介绍信,,mid,2,1,trademark-exam-guide-2021:tmeg-05-05-03-01；trademark-exam-guide-2021:tmeg-05-05-03-02-02,公函或介绍信,,
进一步审查,进一步审查,,mid,2,1,anti-monopoly-law-2022:aml-04-06；anti-monopoly-law-2022:aml-04-07,作出是否实施进一步审查的决定,,
局部放大图,局部放大图,,mid,2,2,examination-guideline:01-01-04-03；mechanical-drafting-rules:mech-01-03-07,为使其中某一组成部分清楚显示，可以另外增加一幅局部放大图,,
宽展费,宽展费,,mid,2,1,trademark-exam-guide-2021:tmeg-04-02-03-03；trademark-exam-guide-2021:tmeg-04-02-12-03,则应缴纳宽展费,,
滥用专利权,滥用专利权,,mid,2,2,infringement-guide:infr-06-02；patent-law:law-01-20,不得滥用专利权损害公共利益或者他人合法权益,,
类似群,类似群,,mid,2,1,trademark-exam-guide-2021:tmeg-02-01-01；trademark-exam-guide-2021:tmeg-06-13-04-02,商标注册部门将尼斯分类的商品和服务项目划分类似群,,
类似商品/服务,类似商品/服务,,mid,2,1,trademark-exam-guide-2021:tmeg-03-02-01-09-01；trademark-exam-guide-2021:tmeg-03-02-01-09-03,同一种或者类似商品/服务上注册,,
马德里商标国际注册,马德里商标国际注册,,mid,2,1,trademark-exam-guide-2021:tmeg-04-01-07-01；trademark-exam-guide-2021:tmeg-04-02-03-02,马德里商标国际注册,,
民事权益,民事权益,,mid,2,1,trademark-exam-guide-2021:tmeg-06-01-02-07；trademark-exam-guide-2021:tmeg-06-16-02-02-02-01,对于损害特定主体民事权益的情形,,
民事行为能力,民事行为能力,,mid,2,1,trademark-exam-guide-2021:tmeg-03-02-01-03-01；trademark-exam-guide-2021:tmeg-05-03-01-02,法人享有独立的民事权利能力和民事行为能力,,
赔偿责任,赔偿责任,,mid,2,2,customs-ip-protection-2018:cusr-04-02；ic-layout-regulations-2026:icld-05-01,知识产权权利人应当依法承担赔偿责任,,
平台规则,平台规则,,mid,2,2,anti-monopoly-law-2022:aml-01-09；anti-unfair-competition-2025:aucl-02-07,以及平台规则等,,
平台内经营者,平台内经营者,,mid,2,1,anti-unfair-competition-2025:aucl-02-08；anti-unfair-competition-2025:aucl-04-09,平台经营者不得强制或者变相强制平台内经营者按照其定价规则,,
评审程序,评审程序,,mid,2,1,trademark-exam-guide-2021:tmeg-06-02-05-03-05；trademark-exam-guide-2021:tmeg-06-14-02-02-06-03,异议、评审程序中有证据证明,,
剖面线,剖面线,,mid,2,2,examination-guideline:01-01-04-03；mechanical-drafting-rules:mech-01-03-07,剖面图中的剖面线不得妨碍附图标记线和主线条的清楚识别,,
强制执行,强制执行,,mid,2,2,ic-layout-regulations-2026:icld-05-02；patent-law:law-07-02,请求人民法院强制执行,,
抢注,抢注,,mid,2,1,trademark-exam-guide-2021:tmeg-01-03-03-03-04-01；trademark-exam-guide-2021:tmeg-06-01-01-02,抢注,,
侵犯品种权,侵犯品种权,,mid,2,1,plant-variety-regulations-2025:pvpr-07-01；plant-variety-regulations-2025:pvpr-07-03,有侵犯品种权行为的,,
侵犯知识产权货物,侵犯知识产权货物,,mid,2,1,customs-ip-protection-2018:cusr-02-01；customs-ip-protection-2018:cusr-04-03,已知的侵犯知识产权货物的制造商、进出口商,,
侵权复制品,侵权复制品,,mid,2,1,copyright-law-2020:cpl-05-06；copyright-law-2020:cpl-05-10,侵权复制品,,
请求保护色彩,请求保护色彩,,mid,2,1,examination-guideline:01-03-04-03；examination-guideline:04-05-03,如果外观设计专利申请请求保护色彩，应当在简要说明中声明,,
权利管理信息,权利管理信息,,mid,2,1,copyright-law-2020:cpl-05-03；copyright-law-2020:cpl-05-05,权利管理信息,,
权属争议,权属争议,,mid,2,2,plant-variety-regulations-2025:pvpr-07-04；trademark-exam-guide-2021:tmeg-03-02-02-04,品种权的权属发生争议,,
确认援引项目或部分决定的通知书,确认援引项目或部分决定的通知书,PCT/RO/114表,mid,2,1,examination-guideline:03-01-05-03；examination-guideline:03-02-03,“确认援引项目或部分决定的通知书”（PCT/RO/114表）,,
人文因素,人文因素,,mid,2,1,trademark-exam-guide-2021:tmeg-06-09-07-04-02-02；trademark-exam-guide-2021:tmeg-06-09-07-05-08-02,野生蜈蚣特定品质的形成与产地人文因素无必然联系,,
认证,认证,,mid,2,1,ip-evidence-rules-2020:ipev-08；ip-evidence-rules-2020:ipev-10,该证据未办理公证、认证等证明手续,,
商标构成要素,商标构成要素,,mid,2,1,trademark-exam-guide-2021:tmeg-01-02-03-01-04-03-02；trademark-exam-guide-2021:tmeg-06-07-04-02-03-01,车辆轮廓和外形不是商标构成要素,,
商标权,商标权,,mid,2,1,trademark-exam-guide-2021:tmeg-05-04-01-03；trademark-exam-guide-2021:tmeg-06-01-01-03,受让人取得商标权后,,
